code,population016,population_density_per_square_kilometre,land_area_in_square_kilometres,housing_apartment_in_a_building_that_has_five_or_more_storeys,housing_apartment_in_a_building_that_has_fewer_than_five_storeys,housing_apartment_or_flat_in_a_duplex,housing_semi_detached_house,housing_other_single_attached_house,housing_single_detached_house,housing_row_house,housing_movable_dwelling,x1960_or_before,x1961_to_1980,x1981_to_1990,x1991_to000,x2001_to005,x2006_to010,x2011_to016,average_household_size,persons_living_alone_per_cent,prevalence_of_low_income_based_on_the_low_income_measure_after_tax_lim_at_percent,in_the_bottom_decile,in_the_second_decile,in_the_third_decile,in_the_fourth_decile,in_the_fifth_decile,in_the_sixth_decile,in_the_seventh_decile,in_the_eighth_decile,in_the_ninth_decile,in_the_top_decile,vm_chinese,vm_south_asian,vm_black,vm_latin_american,vm_filipino,vm_arab,vm_southeast_asian,vm_west_asian,vm_korean,vm_japanese,vm_visible_minority_n_i_e,vm_multiple_visible_minorities,vm_not_a_visible_minority,vm_min_total
75,31340,23044,1.36,0.9181286549707602,0.06509026188660055,0.002288329519450801,0.0012712941774726673,0.0015255530129672007,5.085176709890668e-4,0.011187388761759471,0,0.17272034544069087,0.23672847345694692,0.13893827787655574,0.13131826263652527,0.0762001524003048,0.1366522733045466,0.10744221488442977,1.54,39.2,26,0.2324048129223669,0.08933575078292401,0.06889731333443218,0.06757870446678754,0.06955661776825449,0.07054557441898797,0.07516070545574419,0.0895005768913796,0.09708257788033625,0.13993736607878687,0.12658854596468064,0.0828519557682786,0.04835781482092755,0.0229410793860373,0.024921604225119656,0.02063046707377455,0.01056279914177257,0.01650437365901964,0.02195081696649612,0.007757055619739231,0.007096880673378445,0.01964020465423337,0.5901964020465423,0.40980359795345767
120,26984,3632,7.43,0.21243243243243243,0.14216216216216215,0.07837837837837838,0.10972972972972973,0.005405405405405406,0.3389189189189189,0.11297297297297297,0,0.4202819956616052,0.2418655097613883,0.027657266811279828,0.049891540130151846,0.03091106290672451,0.15726681127982647,0.07212581344902386,2.84,8.8,19.5,0.137020144431775,0.12447738502470544,0.10908399847966553,0.09939186621056632,0.10338274420372481,0.09787153173698214,0.10053211706575446,0.08893956670467502,0.08893956670467502,0.050361079437476246,0.08063902624572081,0.23354887790034234,0.10155952833777102,0.014263978699125143,0.1194370483073412,0.006085964244960061,0.009509319132750094,0.00703689615823507,0.0041841004184100415,0.006846709775580068,0.01407379231647014,0.015405096995055155,0.38740966146823885,0.6125903385317611
33,16472,3979,4.14,0.3523592085235921,0.19101978691019786,0.08447488584474885,0.0015220700152207,0.0015220700152207,0.3660578386605784,0.00228310502283105,7.6103500761035e-4,0.34580152671755726,0.20610687022900764,0.0633587786259542,0.10381679389312977,0.05267175572519084,0.05648854961832061,0.1717557251908397,2.51,14.9,14.9,0.1076219512195122,0.10274390243902438,0.09695121951219512,0.09969512195121952,0.08384146341463415,0.08079268292682927,0.07682926829268293,0.08536585365853659,0.10518292682926829,0.16097560975609757,0.030422878004259205,0.024338302403407362,0.03407362336477031,0.015515667782172194,0.2017036811682385,0.009431092181320353,0.012777608761788866,0.010039549741405538,0.01064800730149072,0.0030422878004259203,0.007301490721022209,0.025250988743535138,0.6154548220261636,0.3845451779738363
123,15935,2273,7.01,0.22646310432569974,0.02714164546225615,0.07972858354537744,0.009329940627650551,0.010178117048346057,0.5733672603901612,0.0737913486005089,0,0.4961896697713802,0.283657917019475,0.056731583403895,0.060118543607112614,0.021168501270110076,0.05165114309906858,0.03048264182895851,2.68,11.3,17.9,0.11779607346421786,0.11272957568081064,0.08613046231792273,0.08834705509816339,0.07916402786573781,0.09214692843571881,0.09594680177327422,0.1013299556681444,0.1124129195693477,0.11399620012666245,0.04838709677419355,0.18975332068311196,0.06261859582542695,0.008538899430740038,0.049019607843137254,0.005060088551549652,0.003795066413662239,0.010436432637571158,0.003478810879190386,0.0056925996204933585,0.011385199240986717,0.017710309930423784,0.584123972169513,0.41587602783048705
92,14133,7478,1.89,0,0.4074749316317229,0.11121239744758432,0.22424794895168643,0.011850501367365542,0.22607110300820418,0.019143117593436645,0,0.7132486388384754,0.16969147005444646,0.029038112522686024,0.029038112522686024,0.009981851179673321,0.008166969147005444,0.04083484573502722,2.56,10.6,13.4,0.11513859275053305,0.09737029140014215,0.09594882729211088,0.098791755508173415,0.098791755508173415,0.10021321961620469,0.09985785358919687,0.10732054015636106,0.1023454157782516,0.08422174840085288,0.03157147924796027,0.02305782192266761,0.04647037956722242,0.08052500886839305,0.02625044341965236,0.0031926214969847464,0.006739978715856687,0.005675771550195104,0.0046115643845335225,0.004256828662646328,0.0046115643845335225,0.01312522170982618,0.7499113160695282,0.2500886839304718
66,9666,8554,1.13,0.08386277001270648,0.3583227445997459,0.054637865311308764,0.31512071156289706,0.0063532401524777635,0.17407878017789072,0.007623888182973317,0,0.7718631178707225,0.13561470215462612,0.048162230671736375,0.020278833967046894,0.008871989860583017,0.008871989860583017,0.0063371356147021544,2.44,15,14.2,0.10891089108910891,0.08858780614903596,0.09067222511724857,0.06305367378843148,0.06878582595101615,0.07087024491922876,0.08233454924439812,0.09744658676393955,0.1412193850964044,0.18811881188118812,0.08550573514077164,0.0735140771637122,0.035453597497393116,0.008863399374348279,0.009384775808133473,0.0026068821689259644,0.006777893639207508,0.0031282586027111575,0.006777893639207508,0.009384775808133473,0.0046923879040667365,0.01251303441084463,0.7413972888425443,0.2586027111574557
59,17180,7881,2.18,0.12526690391459075,0.13451957295373665,0.07829181494661921,0.24199288256227758,0.002135231316725979,0.4128113879003559,0.00498220640569395,0,0.7268847795163584,0.1422475106685633,0.041251778093883355,0.029160739687055477,0.007823613086770981,0.016358463726884778,0.03627311522048364,2.43,14.4,13.6,0.09069631363370392,0.09332943241661791,0.07636044470450556,0.07928613224107665,0.07606787595084845,0.0868929198361615,0.0965476887068461,0.11059098888238736,0.1489174956114687,0.14131070801638385,0.08952603861907549,0.06026916325336454,0.04095962551199532,0.017554125219426564,0.025746050321825628,0.005558806319485079,0.008191925102399064,0.009069631363370393,0.008191925102399064,0.015213575190169689,0.004095962551199532,0.014335868929198362,0.7012873025160913,0.2987126974839087
47,27051,6441,4.2,0.5644110275689223,0.030576441102756893,0.014536340852130326,0.03609022556390978,0,0.21253132832080202,0.1418546365914787,0,0.09944751381215469,0.6860873932697137,0.09693621295831241,0.03917629331993973,0.016574585635359115,0.026619789050728277,0.03515821195379206,2.69,9.3,23.5,0.17670083876980427,0.12954333643988816,0.11053122087604846,0.0972972972972973,0.0859273066169618,0.08723205964585275,0.07865796831314073,0.08052190121155639,0.0782851817334576,0.07530288909599255,0.259653049804141,0.10781570602499534,0.047938817384816264,0.020518559970154823,0.08095504570042902,0.03301622831561276,0.007088229807871666,0.09140085804887148,0.03115090468196232,0.005036373810856184,0.005222906174221227,0.019399365789964557,0.29080395448610336,0.7091960455138967
126,25003,4146,6.03,0.42962962962962964,0.05299145299145299,0.05811965811965812,0.038176638176638175,5.698005698005698e-4,0.24273504273504273,0.17777777777777778,0,0.2727790432801822,0.3604783599088838,0.08940774487471526,0.1304100227790433,0.08940774487471526,0.033599088838268794,0.023917995444191344,2.78,10.5,22.3,0.1407498463429625,0.16103257529194837,0.14914976439254252,0.11841835689407908,0.10837943044458102,0.09547223929522639,0.07887727924605614,0.0692481048965376,0.054087277197295634,0.024585125998770743,0.11256920237851138,0.2971088784088579,0.0904244412548698,0.011072380561820791,0.14066024195201968,0.03321714168546237,0.010867336477342629,0.03260200943202789,0.001025220422390814,0.0026655730982161163,0.02275989337707607,0.02193971703916342,0.22308796391224114,0.7769120360877588
93,36625,9819,3.73,0.14779771615008155,0.44861337683523655,0.07406199021207178,0.13376835236541598,0.01435562805872757,0.1066884176182708,0.07438825448613377,3.262642740619902e-4,0.5595160235448006,0.16252452583387836,0.060170045781556575,0.06638325703073905,0.04251144538914323,0.03793328973185088,0.0709614126880314,2.37,14.6,17.1,0.14545454545454545,0.11639118457300275,0.1068870523415978,0.09614325068870523,0.08760330578512397,0.0943526170798898,0.08870523415977961,0.09269972451790634,0.09462809917355372,0.07713498622589532,0.07796329515661653,0.05809300400165586,0.05823099213467642,0.04167241617220919,0.016834552228508347,0.004967572788740169,0.027597626604112045,0.00579550158686353,0.01200496757278874,0.006761418518007451,0.01172899130674762,0.01780046915965227,0.6605491927694218,0.3394508072305782
26,35052,2337,15,0.23468999619627234,0.2829973373906428,0.032331685051350326,0.0703689615823507,3.803727653100038e-4,0.3294028147584633,0.04906808672499049,7.607455306200076e-4,0.3666158536585366,0.3723323170731707,0.06516768292682927,0.06516768292682927,0.03277439024390244,0.056783536585365856,0.041158536585365856,2.67,11.7,19.4,0.13406782086135355,0.14150808413220775,0.13292316497352982,0.11947345829160108,0.10688224352554014,0.09972814422664186,0.08327371583917585,0.07569037058234368,0.06853627128344542,0.037916726284160825,0.02228253106699043,0.03942293958005999,0.1558348807313241,0.10298528781602628,0.1295529210112841,0.0072846736180545634,0.058991572632481074,0.014569347236109127,0.0037137551778317385,0.0014283673760891302,0.011426939008713041,0.025567776031995428,0.42693900871304097,0.573060991286959
